"KEGG_KO","CiA","CiB","CiC","CiD","CiE","CiF","HmA","HmB","HmC","HmD","HmE","HmF","MsA","MsB","MsC","MsD","MsE","MsF","PfA","PfB","PfC","PfD","PfE","PfF","ScA","ScB","ScC","ScD","ScE","ScF","description"
"K12448",3.8e-05,2.1e-05,3.1e-05,4.9e-05,1.4e-05,2.4e-05,2.1e-05,7e-06,1.3e-05,9e-06,1.1e-05,1e-05,0,0,0,7.8e-05,0,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,"UXE, uxe; UDP-arabinose 4-epimerase [EC:5.1.3.5]"
"K12450",1e-05,5.5e-05,5.2e-05,1.8e-05,6.5e-05,0,1.2e-05,2.6e-05,1.3e-05,2.2e-05,2.3e-05,2.3e-05,0,0,0,1.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RHM; UDP-glucose 4,6-dehydratase [EC:4.2.1.76]"
"K12451",0,9.1e-05,0,0,6e-06,0,3e-06,5e-06,6e-06,9e-06,6e-06,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UER1; 3,5-epimerase/4-reductase [EC:5.1.3.- 1.1.1.-]"
"K12452",0.001409,0.00126,0.000612,0.000619,0.000569,0.000714,0.000204,0.000168,0.000208,0.000138,0.000152,0.000155,0.00191,0.000899,0.000216,0.00298,0.000796,0.000632,6.7e-05,0.000124,0.000122,0.000477,0.00045,0.000234,0.000392,0.000249,0.000215,8.5e-05,0.000243,0.000996,"ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"
"K12454",0.000295,0.000158,0.000342,8.6e-05,0.000397,0.000326,0.000199,0.000126,0.000137,0.000133,0.000104,0.000134,0.000632,4e-06,0,0.000198,0.000133,0,0.000129,0,0,2.2e-05,2e-05,0,8e-06,0,0,0,0,8e-06,"rfbE; CDP-paratose 2-epimerase [EC:5.1.3.10]"
"K12456",0,0,0,0,0,0,9e-06,1.2e-05,1e-05,1.6e-05,1.9e-05,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"APC13; anaphase-promoting complex subunit 13"
"K12459",0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,3.1e-05,0,0,0,0,0,0,0,0,"-"
"K12460",0,0,0,2e-06,1.3e-05,0,6.8e-05,8.9e-05,7.4e-05,0.000148,0.000102,9.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,4.2e-05,0,0,0,0,0,"KIDINS220, ARMS; ankyrin repeat-rich membrane spanning protein"
"K12461",0,0,0,0,4e-06,0,1.2e-05,1.7e-05,9e-06,1.6e-05,1.3e-05,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRS2; fibroblast growth factor receptor substrate 2"
"K12462",1e-06,0,0,0,0,0,4e-06,9e-06,5e-06,1e-05,7e-06,1.4e-05,8e-06,0,0,0,0,0,0,0,0,0.000255,0,3e-06,0,3.3e-05,0,0,0,0,"ARHGDI, RHOGDI; Rho GDP-dissociation inhibitor"
"K12466",0,0,0,0,0,0,7e-06,4e-06,7e-06,6e-06,3e-06,5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E1.1.1.275; (+)-trans-carveol dehydrogenase [EC:1.1.1.275]"
"K12470",0,0,0,0,0,0,9e-06,1.7e-05,8e-06,1.7e-05,1.1e-05,1.1e-05,0,0,0,0,0,0,0,0,0,1.7e-05,0,0,0,0,0,0,0,0,"SH3KBP1, CIN85; SH3 domain-containing kinase-binding protein 1"
"K12471",0,0,0,0,1e-06,0,3.8e-05,4.1e-05,3.7e-05,7.4e-05,6.1e-05,4e-05,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EPN; epsin"
"K12472",0,0,0,0,0,0,5e-06,1.7e-05,7e-06,1.6e-05,1.8e-05,1.2e-05,4e-06,0,0,2e-06,0,0,0,0,0,1.2e-05,0,1e-06,0,0,0,0,0,0,"EPS15; epidermal growth factor receptor substrate 15"
"K12473",1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1e-05,0,0,0,0,0,0,0,0,"LDLR; low-density lipoprotein receptor"
"K12475",0,0,0,0,0,0,2.1e-05,3.2e-05,2.5e-05,3.9e-05,2.7e-05,2.3e-05,1e-06,0,2e-06,0,0,0,0,0,0,9.4e-05,0,1e-06,0,0,0,0,0,0,"DAB2; disabled homolog 2"
"K12476",0,0,0,0,0,0,3e-06,3e-06,1e-06,5e-06,3e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EHD3; EH domain-containing protein 3"
"K12477",0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,1.7e-05,0,0,0,0,0,0,0,0,"-"
"K12478",0,0,0,0,0,0,5e-06,1.2e-05,1e-05,2.4e-05,1.4e-05,1.9e-05,0,0,0,0,0,0,0,0,0,1.2e-05,0,0,0,0,0,0,0,0,"EEA1; early endosome antigen 1"
"K12479",0,5.5e-05,0,2e-06,1e-06,0,4.1e-05,4.6e-05,4.7e-05,6.7e-05,5e-05,3.1e-05,0.00334,0,0,8.1e-05,0,0,0,0,0,0,0,0,5e-05,0,0,0,0,0,"VPS45; vacuolar protein sorting-associated protein 45"
"K12480",0,0,0,0,0,0,2e-05,3e-05,4e-05,3.8e-05,4.5e-05,3.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RABEP1; Rab GTPase-binding effector protein 1"
"K12481",0,0,0,1.3e-05,0,0,1.1e-05,2.1e-05,1.7e-05,1.9e-05,2.4e-05,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RBSN, ZFYVE20; rabenosyn-5"
"K12483",0,0,0,0,0,3e-06,2.9e-05,5.6e-05,3.7e-05,5.5e-05,4.8e-05,3.5e-05,9e-06,4e-06,2e-06,5.9e-05,0.000133,1.5e-05,0,0,0,0.000125,8e-06,0,0,0,0,0,1.4e-05,0,"EHD1; EH domain-containing protein 1"
"K12484",0,0,0,0,0,0,5e-06,6e-06,4e-06,1.2e-05,1.4e-05,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RAB11FIP1_2_5; Rab11 family-interacting protein 1/2/5"
"K12486",0,0,1e-05,0,0,0,2e-05,1.9e-05,2.7e-05,3.7e-05,2.6e-05,2e-05,0,0,0,3e-06,0,0,0,0,0,1.7e-05,0,0,0,0,0,0,0,0,"SMAP; stromal membrane-associated protein"
"K12487",0,0,0,0,0,0,1.8e-05,1.7e-05,1.5e-05,2.7e-05,2.2e-05,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GIT2; G protein-coupled receptor kinase interactor 2"
"K12488",0,0,0,0,0,0,7e-06,3e-06,5e-06,1.1e-05,9e-06,1.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASAP; Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein"
"K12489",1e-05,0,0,0,0,0,3.2e-05,3.8e-05,5.2e-05,8e-05,5.6e-05,3.6e-05,0.000106,0,0,1.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACAP; Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein"
"K12491",1.7e-05,0,0,0,0,0,3.5e-05,5.1e-05,4.1e-05,8.6e-05,7.8e-05,6.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AGAP1_3; Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1/3"
"K12492",3e-06,0,0,0,0,0,1.2e-05,1.3e-05,1.2e-05,1.3e-05,9e-06,1.1e-05,5.6e-05,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARFGAP1; ADP-ribosylation factor GTPase-activating protein 1"
"K12493",0,0,0,0,2e-06,0,2.4e-05,2.9e-05,2.1e-05,5.5e-05,4.1e-05,2.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ARFGAP2_3; ADP-ribosylation factor GTPase-activating protein 2/3"
"K12494",0,0,0,0,0,0,3.1e-05,4.3e-05,5e-05,4.5e-05,4.7e-05,4.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PSD; PH and SEC7 domain-containing protein"
"K12495",0,0,0,0,0,0,1.3e-05,7e-06,1.2e-05,3.1e-05,2.2e-05,1.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IQSEC; IQ motif and SEC7 domain-containing protein"
"K12497",0,0,0,0,0,0,1.3e-05,1e-05,4e-06,7e-06,2e-06,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K12498",0,0,0,0,0,0,2e-06,0,3e-06,3e-06,6e-06,3e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K12500",7e-06,0,1e-05,2e-06,2e-06,3e-06,4.6e-05,7.3e-05,5.3e-05,4.5e-05,5.7e-05,0.000104,0,2e-06,0,1.2e-05,0,3e-06,1.3e-05,0,0,7e-06,6e-06,0,0,0,0,0,0,0,"tesC; thioesterase III [EC:3.1.2.-]"
"K12501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HST; homogentisate solanesyltransferase [EC:2.5.1.117]"
"K12502",0,1.3e-05,3.1e-05,2e-06,1e-06,0,1e-06,1e-06,1e-06,1e-06,2e-06,3e-06,0,0,0,2.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VTE3, APG1; MPBQ/MSBQ methyltransferase [EC:2.1.1.295]"
"K12503",3e-06,4e-06,3.1e-05,1.6e-05,1.5e-05,1.5e-05,0.00019,0.000202,0.000197,0.000216,0.00019,0.000226,4.4e-05,1e-06,0,2.7e-05,0,0,6e-06,0,7e-06,0,1.9e-05,0,0,0,0,1.8e-05,0,8e-06,"E2.5.1.68; short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]"
"K12504",0,0,0,0,0,0,1.2e-05,1.3e-05,1.9e-05,3e-05,2.4e-05,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PDSS1; decaprenyl-diphosphate synthase subunit 1 [EC:2.5.1.91]"
"K12505",0,0,0,0,0,0,1.5e-05,2.8e-05,1.6e-05,3.7e-05,2.2e-05,1.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PDSS2; decaprenyl-diphosphate synthase subunit 2 [EC:2.5.1.91]"
"K12506",4e-05,3.4e-05,9.3e-05,4.1e-05,4.7e-05,7.8e-05,4.6e-05,3.9e-05,4.4e-05,3.8e-05,2.7e-05,5e-05,1.4e-05,6e-06,0,5.8e-05,0,9e-06,0,0,0,2.2e-05,3.1e-05,0,8e-06,1.1e-05,3.8e-05,1.2e-05,4.8e-05,7.3e-05,"ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"
"K12508",0,0,1e-05,0,5e-06,0,8e-06,5e-06,8e-06,4e-06,3e-06,2e-06,4e-06,0,0,4e-06,0,0,4e-06,0,0,2.4e-05,5.3e-05,0,0,0,0,0,0,0,"fcs; feruloyl-CoA synthase [EC:6.2.1.34]"
"K12510",0.000152,0.001079,0.000155,6.8e-05,0.00019,0.000123,0.000381,0.000353,0.000318,0.000289,0.000268,0.000347,0.000132,4.5e-05,4.6e-05,0.00027,0.000133,1.5e-05,1.5e-05,4.7e-05,1.7e-05,0.000101,0.000214,6e-06,8e-06,2.8e-05,8e-06,1.8e-05,3.3e-05,8e-06,"tadB; tight adherence protein B"
"K12511",0.000193,0.000804,0.000145,6.7e-05,0.000161,0.000152,0.00022,0.000146,0.000167,0.000141,0.000129,0.000144,8.6e-05,3e-06,9e-06,0.00021,0,8.3e-05,1.3e-05,3.2e-05,2e-05,0.000118,0.00016,0,0,6e-06,0,0,0,8e-06,"tadC; tight adherence protein C"
"K12516",0,0,0,3e-06,0,1e-06,3e-06,0,1e-06,2e-06,2e-06,1e-06,0,0,0,0,0,0,0,0.000519,0.000238,0.002041,0.002189,0,0,6e-06,0,0,0,0,"bigA; putative surface-exposed virulence protein"
"K12524",1.1e-05,0,0,0,3.3e-05,0,1e-05,1e-05,2e-06,1.2e-05,4e-06,1.2e-05,0.001525,4.9e-05,0.000198,6.8e-05,0,5.9e-05,0,0,0,5e-06,6e-06,0,2.5e-05,0,0,0,1.4e-05,0,"thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]"
"K12525",0,0,0,2.9e-05,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,"metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]"
"K12526",0,0,0,7e-06,1.6e-05,9e-06,2.1e-05,1.7e-05,1.3e-05,1.3e-05,7e-06,5e-06,0,0,0,0,0,0,3.7e-05,0,0,0,0,0,0,0,0,0,0,0,"lysAC; bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]"
"K12527",0,0,0,3e-06,1e-05,0,1e-06,0,0,1.4e-05,1.2e-05,0,0.000504,0.000807,4.6e-05,0,0,0,0,0.000538,0,2.6e-05,1.1e-05,0.00043,0,0,0,0,0,0,"ygfK; putative selenate reductase [EC:1.97.1.9]"
"K12528",0,1.1e-05,0,2e-06,4e-05,0,4e-06,2e-06,9e-06,6e-06,2e-06,1.2e-05,1.4e-05,0,0,0,0,0,9e-06,0.000331,2.3e-05,9.1e-05,0.000155,0,0.000358,0.000388,0.00023,7.3e-05,0.000105,0.000139,"xdhD; putative selenate reductase molybdopterin-binding subunit"
"K12529",0,2e-06,0,0,0,0,2e-06,2e-06,2e-06,2e-06,1e-06,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ygfM; putative selenate reductase FAD-binding subunit"
"K12536",0,0,0,0,2e-06,0,1e-06,1e-06,1e-06,1e-06,4e-06,1e-06,0,0,0,0,0,0,0,0,0,0,9e-06,0,0,0,0,0,0,0,"hasD, prtD, aprD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase"
"K12537",0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,2e-06,1e-06,0,0,0,0,0,2.4e-05,1.4e-05,0,0,0,0,0,0,0,"hasE, prtE; membrane fusion protein, protease secretion system"
"K12538",0,0,0,0,0,0,1e-06,1e-06,1e-06,4e-06,2e-06,3e-06,0,0,0,0,0,0,0,0,0,1.4e-05,1.4e-05,0,8e-06,0,0,0,0,0,"hasF, prtF; outer membrane protein, protease secretion system"
"K12541",3.6e-05,3.6e-05,0,3.3e-05,4.4e-05,5.2e-05,4.2e-05,3.8e-05,3.5e-05,3e-05,3.3e-05,3.4e-05,0,6e-06,0,0,0,0,2.2e-05,2e-06,9.6e-05,4.6e-05,0.000119,0,0,2.8e-05,5.4e-05,0,1.4e-05,2.4e-05,"lapB; ATP-binding cassette, subfamily C, bacterial LapB"
"K12542",1.7e-05,2.5e-05,0,1.1e-05,1.4e-05,2.3e-05,1.3e-05,1.1e-05,1.2e-05,1.9e-05,1.2e-05,1.3e-05,6.1e-05,0,0,0.000226,0,6e-06,4e-06,0,3e-05,1.4e-05,3e-05,0,0,0,0,0,0,0,"lapC; membrane fusion protein, adhesin transport system"
"K12543",3e-06,6e-06,1e-05,7e-06,4e-05,4.7e-05,1e-05,7e-06,7e-06,9e-06,8e-06,5e-06,0,4e-06,0,0,0,0,2.8e-05,0,8.3e-05,2.2e-05,2.5e-05,0,0,0,0,0,0,0,"lapE; outer membrane protein, adhesin transport system"
"K12549",1.1e-05,0,0,0,0,0,1e-06,1e-06,3e-06,6e-06,0,1e-06,0,0,0,1.6e-05,0,0,0,0,0,0,0,0,2.5e-05,0,0,0,0,1.6e-05,"lapA; surface adhesion protein"
"K12552",0,0,0,0,0,0,6e-06,1e-05,2e-05,0,2.6e-05,1.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-05,0,1.4e-05,0,"pbpA; penicillin-binding protein 1 [EC:3.4.-.-]"
"K12553",0,1.1e-05,1e-05,2e-06,3e-06,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pbp3; penicillin-binding protein 3 [EC:3.4.-.-]"
"K12554",1.8e-05,0.000154,0.000321,0.000226,0.000295,0.000346,2e-06,3e-06,5e-06,2e-06,3e-06,1e-06,0,2e-06,0,3.5e-05,0,0.000561,0,0,0,0,0,0,0,0,0,0,0,0,"murN; alanine adding enzyme [EC:2.3.2.-]"
"K12555",8.9e-05,0.000678,0.000643,0.000524,0.000447,0.000437,3e-06,5e-06,1.5e-05,8e-06,9e-06,5e-06,0.000232,2e-06,0,9.9e-05,0,0.000706,0,0,0,0,0,0,0,0,0,0,0,0,"pbp2A; penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]"
"K12556",2.1e-05,0.000101,0.00028,0.000212,0.000182,0.000139,1e-06,4e-06,1.7e-05,0,4e-06,3e-06,0,1e-06,0,6.6e-05,0,0.000604,0,0,0,0,0,0,0,0,0,0,0,0,"pbp2X; penicillin-binding protein 2X"
"K12557",0,0,0,0,0,0,3e-06,2e-06,8e-06,6e-06,1e-05,5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K12558",0,0,0,0,0,0,4e-06,5e-06,0,4e-06,2e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K12559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-05,0,0,0,0,0,0,0,0,"MYO10; myosin X"
"K12562",0,0,0,0,0,0,1.9e-05,4.2e-05,2.8e-05,6.1e-05,5e-05,3.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AMPH; amphiphysin"
"K12567",0.000216,0.000483,0.000259,0.000119,0.000355,0.000177,0.000904,0.001015,0.001028,0.001161,0.001052,0.000981,1.6e-05,5.2e-05,4e-06,0.00024,0,1.5e-05,9.7e-05,0,6.3e-05,0,0,1e-06,0,3.3e-05,0,0,0,2.4e-05,"TTN; titin [EC:2.7.11.1]"
"K12568",0,0,0,0,0,0,3e-06,2e-06,2e-06,4e-06,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K12569",0,0,0,0,0,0,2e-06,0,1e-06,0,1e-06,1e-06,0,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,"-"
"K12571",0,0,0,0,0,0,9e-06,1.3e-05,1.2e-05,1.9e-05,1e-05,1.2e-05,0,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PAN2; PAB-dependent poly(A)-specific ribonuclease subunit 2 [EC:3.1.13.4]"
"K12572",0,0,0,1e-05,0,0,1.8e-05,3e-05,2.7e-05,3.5e-05,3.1e-05,2.2e-05,0,0,0,2.8e-05,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,"PAN3; PAB-dependent poly(A)-specific ribonuclease subunit 3"
"K12573",0.00051,0.000616,0.0017,0.000673,0.000949,0.000732,0.000438,0.000346,0.000389,0.000399,0.000339,0.000358,0.000643,0.000645,0.001249,0.000653,0.000133,0.001223,0.004545,0.000886,0.000344,0.000826,0.00091,0.002555,0.000192,0.000244,0.000261,0.000437,0.000143,0.000425,"rnr, vacB; ribonuclease R [EC:3.1.-.-]"
"K12574",0.000217,0.000382,0.000674,0.000712,0.000833,0.000769,0.000732,0.000799,0.000803,0.000666,0.000753,0.000793,0.000696,0.000473,0.00289,0.000626,0,0.003646,0.000123,0.001047,2.3e-05,0.00083,0.000813,0.000758,0.000233,0.000399,0.000306,0.000152,0.000215,0.000384,"rnj; ribonuclease J [EC:3.1.-.-]"
"K12580",9e-06,0,0,0,0,0,2e-05,2.2e-05,2.4e-05,3.8e-05,4e-05,3.6e-05,4.3e-05,0,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CNOT3, NOT3; CCR4-NOT transcription complex subunit 3"
"K12581",0,0,0,7e-06,0,0,3.1e-05,2.9e-05,3.4e-05,5.2e-05,3.8e-05,1.5e-05,2.9e-05,0,0,0,0,0,0,0,0,2.4e-05,0,0,0,0,0,0,0,0,"CNOT7_8, CAF1, POP2; CCR4-NOT transcription complex subunit 7/8"
"K12583",9e-06,6.3e-05,1e-05,1.8e-05,2.9e-05,3.6e-05,3.2e-05,2.1e-05,2.2e-05,1.9e-05,1.6e-05,1.5e-05,8.9e-05,8.8e-05,0,0,0,3e-06,0,0,0,0,5e-06,0,0,0,0,0,0,8e-06,"mgtA; phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]"
"K12584",0,0,0,0,0,0,1.1e-05,1e-05,7e-06,1.1e-05,4e-06,1.3e-05,0,0,0,2.8e-05,0,4.6e-05,0,0,0,0,0,8e-06,0,0,0,0,0,0,"DCPS, DCS; m7GpppX diphosphatase [EC:3.6.1.59]"
"K12585",2.6e-05,0,0,7.3e-05,1.4e-05,0,4.9e-05,8.5e-05,6.7e-05,9.9e-05,9.4e-05,8e-05,7.9e-05,0,0,4.9e-05,0,0,0,0,0,3.4e-05,0,0,0,0,0,0,5e-06,0,"DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]"
"K12586",0,0,0,0,0,0,2.1e-05,3.1e-05,3.3e-05,4.2e-05,4.1e-05,2.6e-05,0,1.6e-05,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,"RRP43, EXOSC8, OIP2; exosome complex component RRP43"
"K12587",0,0,0,0,0,0,2.5e-05,3.9e-05,3.3e-05,4.5e-05,5.6e-05,3.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MTR3, EXOSC6; exosome complex component MTR3"
"K12589",0,0,0,1.5e-05,0,1.5e-05,7e-06,2.1e-05,9e-06,2.2e-05,2e-05,1.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RRP42, EXOSC7; exosome complex component RRP42"
"K12590",0,0,0,0,0,0,5e-06,7e-06,6e-06,9e-06,8e-06,7e-06,2.1e-05,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RRP46, EXOSC5; exosome complex component RRP46"
"K12591",0,0,0,0,6e-06,1e-06,2.9e-05,3.7e-05,4.1e-05,6.2e-05,5.1e-05,4.6e-05,0.000192,0,0,0.000323,0.001061,0,0,0,0,0,0,0,0,0,0,0,0,0,"RRP6, EXOSC10; exosome complex exonuclease RRP6 [EC:3.1.13.-]"
"K12592",0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,1.4e-05,0,0,0,0,0,0,0,0,"C1D, LRP1; exosome complex protein LRP1"
"K12598",5.1e-05,0,0,7e-06,2.7e-05,1.1e-05,4.9e-05,7.4e-05,7.7e-05,0.000113,0.000101,8.8e-05,2.3e-05,9e-06,0,0.000391,0,0,0,0,0,4.6e-05,0,0,8e-06,0,0,0,0,0,"MTR4, SKIV2L2; ATP-dependent RNA helicase DOB1 [EC:3.6.4.13]"
"K12599",0.000101,2e-06,0,2e-06,3.7e-05,0.000285,6.2e-05,8.4e-05,8.6e-05,0.000124,9.3e-05,6.7e-05,3e-06,0,0,0,0,0,0,0,0,5e-06,0,0,1.7e-05,6.6e-05,0,0,0,8e-06,"SKI2, SKIV2L; antiviral helicase SKI2 [EC:3.6.4.-]"
"K12600",2.1e-05,3.4e-05,0,3.3e-05,0,0,1.8e-05,2.6e-05,1.7e-05,3.1e-05,2.5e-05,1.9e-05,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SKI3, TTC37; superkiller protein 3"
"K12601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K12602",3e-06,2e-06,1e-05,1.1e-05,2e-06,5e-06,5.3e-05,5e-05,5.3e-05,6.8e-05,6.9e-05,5.5e-05,0,0,0,1.3e-05,0,0,0,0,0,7.7e-05,7e-05,0,0,0,0,0,0,0,"WDR61, REC14, SKI8; WD repeat-containing protein 61"
"K12603",1.1e-05,0,0,0,2.4e-05,1e-06,5.8e-05,6.7e-05,7e-05,8.5e-05,5.4e-05,5.4e-05,3e-06,4.8e-05,0,0.000113,0,0,0,0,0,2.6e-05,0,3.8e-05,0,0,0,0,2.4e-05,0,"CNOT6, CCR4; CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]"
"K12604",0,0,0,3e-06,3e-06,0,0.000134,0.000186,0.000179,0.000267,0.000251,0.000172,4e-06,0,6.6e-05,0.000159,0,0,0,0,0,6.5e-05,4.7e-05,0,0,0,0,0,0,0,"CNOT1, NOT1; CCR4-NOT transcription complex subunit 1"
"K12605",0,0,0,0,4e-06,0,4.3e-05,4.8e-05,4.3e-05,5.7e-05,5.2e-05,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CNOT2, NOT2; CCR4-NOT transcription complex subunit 2"
"K12606",0,0,0,7e-06,9e-06,1e-06,2.5e-05,3.6e-05,3.3e-05,4.8e-05,6.1e-05,4.2e-05,4.8e-05,0,0,0,0,0,0,0,0,2.4e-05,0,0,0,0,0,6e-06,0,0,"RCD1, CNOT9, CAF40; CCR4-NOT transcription complex subunit 9"
"K12607",0,0,0,0,0,0,2e-05,3.6e-05,3e-05,4.5e-05,4.5e-05,2.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CNOT10; CCR4-NOT transcription complex subunit 10"
"K12608",0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAF16; CCR4-NOT complex subunit CAF16"
"K12609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAF120; CCR4-NOT transcriptional complex subunit CAF120"
"K12610",0,0,0,0,0,0,1e-05,1e-05,1.4e-05,1.4e-05,1.3e-05,1.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DCP1A; mRNA-decapping enzyme 1A [EC:3.-.-.-]"
"K12611",0,0,0,0,0,0,3e-06,0,1e-06,1e-06,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]"
"K12613",3.8e-05,5.5e-05,0,1.1e-05,3.9e-05,5e-06,2.1e-05,3.4e-05,2.7e-05,4e-05,3.8e-05,3.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8e-05,6.1e-05,0,2.9e-05,4.1e-05,"DCP2; mRNA-decapping enzyme subunit 2 [EC:3.6.1.62]"
"K12614",3e-06,0,0,0,0,0,4.2e-05,5.1e-05,3.5e-05,6.3e-05,4.5e-05,4.5e-05,6.5e-05,0,0,0,0,0,0,0,0,8.9e-05,0,1e-06,0,0,0,0,0,0,"DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]"
